name,country_code,state_code,region,city,market_category,market,founded_at,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Zimbra,USA,CA,SF Bay Area,Palo Alto,Software & SaaS, Productivity Software ,2003-01-01,29000000.0,1.0,2006-04-01,2006-04-01,acquired,,14500000.0,,,,,,,,,,,,,,14500000.0,,,,,
Zimory,DEU,,Berlin,Berlin,Software & SaaS, Enterprise Software ,2007-01-01,25482000.0,2.0,2010-10-04,2013-07-08,operating,,25482000.0,,,,,,,,,,,,,,,,,,,
ZIMPERIUM,ISR,,Tel Aviv,Tel Aviv,Mobile, Mobile Devices ,2010-08-01,16000000.0,1.0,2013-10-01,2013-10-01,operating,,8000000.0,,,,,,,,,,,,8000000.0,,,,,,,
ZimpleMoney,USA,CA,Anaheim,Costa Mesa,Software & SaaS, Software ,2008-01-03,600000.0,1.0,2011-12-29,2011-12-29,operating,600000.0,,,,,,,,,,,,,,,,,,,,
Zimplistic,SGP,,Singapore,Singapore,E-Commerce & Retail, Consumer Electronics ,2008-06-01,6500000.0,2.0,2010-12-01,2012-03-03,operating,,3000000.0,,,,,500000.0,,,,,,,3000000.0,,,,,,,
Zimride,USA,CA,SF Bay Area,San Francisco,Manufacturing & Logistics, Public Transportation ,,15000000.0,1.0,2013-01-30,2013-01-30,acquired,,,,,,,,,15000000.0,,,,,,,,,,,,
Zin.gl,RUS,,Moscow,Moscow,E-Commerce & Retail, Curated Web ,2011-02-01,1100000.0,3.0,2010-04-12,2011-02-01,closed,950000.0,,,,,,150000.0,,,,,,,,,,,,,,
Zinc software,FRA,,Picardie,Irles,E-Commerce & Retail, Curated Web ,,833170.0,1.0,2013-04-04,2013-04-04,closed,,833170.0,,,,,,,,,,,,,,,,,,,
Zinch,USA,UT,Salt Lake City,Orem,Mobile, Apps ,2007-02-01,5486842.0,3.0,2007-12-01,2009-10-20,acquired,,4486842.0,,,,,1000000.0,,,,,,,,,,,,,,
Zindigo,USA,NY,New York City,New York,E-Commerce & Retail, Fashion ,2011-01-01,7979689.0,5.0,2012-03-21,2014-08-14,operating,,7979689.0,,,,,,,,,,,,,,,,,,,
Zing Systems,USA,CA,SF Bay Area,Mountain View,Entertainment & Media, Music ,2007-06-01,52000000.0,2.0,2006-12-01,2007-01-01,acquired,,26000000.0,,,,,,,,,,,,13000000.0,,13000000.0,,,,,
Zingaya,USA,CA,SF Bay Area,Palo Alto,Social & Communication, Messaging ,2010-06-01,2300000.0,1.0,2011-10-26,2011-10-26,,,1150000.0,,,,,,,,,,,,1150000.0,,,,,,,
Zingdom Communications,USA,MA,Boston,Lexington,Software & SaaS, Enterprise Software ,,26000000.0,1.0,2006-01-13,2006-01-13,operating,,13000000.0,,,,,,,,,,,,,,13000000.0,,,,,
Zingfin,USA,TN,Nashville,Nashville,Finance & FinTech, Personal Finance ,2013-01-31,15000.0,1.0,2013-05-01,2013-05-01,operating,15000.0,,,,,,,,,,,,,,,,,,,,
Zingku,,,,,E-Commerce & Retail, Curated Web ,2005-01-01,1000000.0,1.0,2006-06-08,2006-06-08,acquired,,1000000.0,,,,,,,,,,,,,,,,,,,
Zinio,USA,CA,SF Bay Area,San Francisco,Entertainment & Media, News ,,54000000.0,2.0,2005-09-12,2011-11-23,operating,,27000000.0,,,,,,,,,,,,7000000.0,20000000.0,,,,,,
ZINK Imaging,USA,MA,Boston,Bedford,Hardware & Semiconductors, Hardware + Software ,2005-01-01,70000000.0,1.0,2011-12-06,2011-12-06,operating,,35000000.0,,,,,,,,,,,,,35000000.0,,,,,,
ZinkoTek,USA,CA,SF Bay Area,San Rafael,E-Commerce & Retail, Curated Web ,2007-04-01,2000000.0,1.0,2008-05-26,2008-05-26,closed,,,,,,,2000000.0,,,,,,,,,,,,,,
ZinMobi,IRL,,Dublin,Dublin,Social & Communication, Social + Mobile + Local ,2010-01-01,720496.0,1.0,2014-03-04,2014-03-04,operating,720496.0,,,,,,,,,,,,,,,,,,,,
Zinwave,GBR,,London,Cambridge,Mobile, Mobile ,2005-01-01,38933106.0,3.0,2005-08-03,2010-03-01,acquired,,17601962.0,,3729182.0,,,,,,,,,,7640000.0,9961962.0,,,,,,
ZIO Studios,COL,,Bogota,Bogotá,Entertainment & Media, Games ,,2600000.0,1.0,2011-02-24,2011-02-24,operating,,1300000.0,,,,,,,,,,,,1300000.0,,,,,,,
Zions Bancorporation,USA,UT,Salt Lake City,Salt Lake City,Finance & FinTech, Finance ,1873-01-01,87900000.0,1.0,2013-09-13,2013-09-13,operating,,,,,,87900000.0,,,,,,,,,,,,,,,
ZIOPHARM Oncology,USA,NY,New York City,New York,Biotechnology, Biotechnology ,2005-01-01,5059527.0,1.0,2009-09-28,2009-09-28,operating,,5059527.0,,,,,,,,,,,,,,,,,,,
Zipano,USA,PA,Pittsburgh,Pittsburgh,Security, Security ,2009-06-01,25000.0,1.0,2009-07-01,2009-07-01,closed,25000.0,,,,,,,,,,,,,,,,,,,,
Zipcar,USA,MA,Boston,Boston,Manufacturing & Logistics, Public Transportation ,2000-10-31,75408740.0,4.0,2002-12-20,2010-12-15,acquired,,60704370.0,,,,,,,,,,,,,4704370.0,,10000000.0,,,,
zipcodemailer.com,USA,AZ,Phoenix,Peoria,Other, Postal and Courier Services ,2008-10-11,15000.0,1.0,2008-09-10,2008-09-10,closed,,,,,,15000.0,,,,,,,,,,,,,,,
ZIPDIGS,USA,WA,Seattle,Seattle,E-Commerce & Retail, Online Rental ,,50000.0,1.0,2014-01-01,2014-01-01,operating,,,,,,50000.0,,,,,,,,,,,,,,,
Zipfit,USA,IL,Chicago,Chicago,E-Commerce & Retail, E-Commerce ,2012-01-01,357000.0,1.0,2013-05-07,2013-05-07,operating,357000.0,,,,,,,,,,,,,,,,,,,,
Zipit Wireless,USA,SC,Greenville - Spartanburg,Greenville,Mobile, Mobile ,2007-01-01,37083151.0,11.0,2007-05-31,2014-08-05,operating,,15750000.0,,,4500000.0,2533151.0,,,,,,,,4700000.0,2000000.0,7600000.0,,,,,
Zipline Games,USA,WA,Seattle,Seattle,Entertainment & Media, Games ,2010-01-01,2000000.0,1.0,2012-07-06,2012-07-06,operating,2000000.0,,,,,,,,,,,,,,,,,,,,
Zipline Green,USA,FL,Orlando,Winter Park,Clean Tech & Energy, Clean Technology ,2012-09-01,85000.0,1.0,2014-09-25,2014-09-25,operating,,,85000.0,,,,,,,,,,,,,,,,,,
Zipline Medical,USA,CA,SF Bay Area,Campbell,Healthcare, Health Care ,2007-01-01,32000000.0,4.0,2009-12-21,2014-10-20,operating,,16000000.0,,,,,,,,,,,,1000000.0,5000000.0,10000000.0,,,,,
ZipList,USA,VA,"Washington, D.C.",Reston,Other, Cooking ,2008-01-01,9000000.0,2.0,2010-01-01,2010-11-24,acquired,,4500000.0,,,,,,,,,,,,2500000.0,2000000.0,,,,,,
Ziplocal,CAN,ON,Toronto,Toronto,Other, Search ,2006-01-01,28007086.0,2.0,2006-10-01,2007-07-01,acquired,,14003543.0,,,,,,,,,,,,8239388.0,5764155.0,,,,,,
Ziploop,USA,CA,SF Bay Area,Orinda,Software & SaaS, Software ,2013-01-01,2200000.0,1.0,2014-03-18,2014-03-18,operating,2200000.0,,,,,,,,,,,,,,,,,,,,
Zipmark,USA,NY,New York City,New York,Other, Billing ,2010-03-01,3500000.0,2.0,2011-12-13,2013-08-14,operating,3500000.0,,,,,,,,,,,,,,,,,,,,
ZipMatch,,,,,Travel & Hospitality, Travel ,2012-12-01,550000.0,2.0,2014-02-28,2014-08-14,operating,550000.0,,,,,,,,,,,,,,,,,,,,
Zipments,USA,NY,New York City,New York,Other, Postal and Courier Services ,2010-01-01,2250000.0,2.0,2012-09-26,2013-09-16,operating,2250000.0,,,,,,,,,,,,,,,,,,,,
Zipnosis,USA,MN,Minneapolis,Minneapolis,Healthcare, Health Care ,,1700000.0,2.0,2010-03-22,2014-11-21,operating,1500000.0,200000.0,,,,,,,,,,,,,,,,,,,
Zipongo,USA,CA,SF Bay Area,San Francisco,Healthcare, Health Care ,2010-03-12,3528000.0,3.0,2012-07-25,2012-10-01,operating,3528000.0,,,,,,,,,,,,,,,,,,,,
Zippr,IND,,Hyderabad,Hyderabad,Energy, Utilities ,2013-01-01,982000.0,1.0,2014-10-09,2014-10-09,operating,982000.0,,,,,,,,,,,,,,,,,,,,
Zippy.com.au Pty LTD,AUS,,Brisbane,Brisbane,Other, Coupons ,,200000.0,1.0,2013-02-01,2013-02-01,acquired,200000.0,,,,,,,,,,,,,,,,,,,,
ZipRecruiter,USA,CA,Los Angeles,Santa Monica,Social & Communication, Social Recruiting ,2010-03-01,126000000.0,1.0,2014-08-26,2014-08-26,operating,,63000000.0,,,,,,,,,,,,63000000.0,,,,,,,
Zipscene,USA,OH,Cincinnati,Cincinnati,Software & SaaS, Internet ,2006-01-01,17500000.0,3.0,2011-01-01,2014-10-01,operating,,8750000.0,,,,,,,,,,,,,8750000.0,,,,,,
Ziptask,USA,CA,Anaheim,Anaheim,Other, Freelancers ,2011-11-01,118000.0,2.0,2013-01-14,2014-07-01,operating,118000.0,,,,,,,,,,,,,,,,,,,,
Ziptel,AUS,,Perth,Subiaco,,,,4319243.0,1.0,2014-11-10,2014-11-10,operating,,,,,,,,,4319243.0,,,,,,,,,,,,
Ziptr,USA,MA,Boston,Burlington,Software & SaaS, Software ,,15100000.0,2.0,2010-10-20,2011-06-01,closed,,6800000.0,,,,1500000.0,,,,,,,,6800000.0,,,,,,,
Ziptronix,USA,NC,Raleigh,Morrisville,Hardware & Semiconductors, Semiconductors ,2000-01-01,22000000.0,4.0,2005-08-11,2010-09-01,operating,,11500000.0,,,,500000.0,,,,,,,,,,7200000.0,2800000.0,,,,
Zipwhip,USA,WA,Seattle,Seattle,Software & SaaS, Cloud Computing ,2009-01-01,3100000.0,1.0,2011-04-01,2011-04-01,operating,,,,,,,,,3100000.0,,,,,,,,,,,,
ZipZap,USA,CA,SF Bay Area,San Francisco,E-Commerce & Retail, E-Commerce ,2010-05-01,2700000.0,2.0,2010-05-01,2014-05-17,operating,2700000.0,,,,,,,,,,,,,,,,,,,,
Zipzoom,CAN,ON,Toronto,Toronto,E-Commerce & Retail, E-Commerce ,2007-01-01,2200000.0,1.0,2011-02-11,2011-02-11,closed,,,,,,,2200000.0,,,,,,,,,,,,,,
Ziqitza Health Care,IND,,Mumbai,Mumbai,Healthcare, Healthcare Services ,2005-03-11,11500000.0,2.0,2007-03-07,2010-03-26,operating,,5750000.0,,,,,,,,,,,,1500000.0,4250000.0,,,,,,
Zirtual,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Professional Services ,2011-01-31,4250000.0,2.0,2013-01-14,2014-10-21,operating,,2000000.0,,,,250000.0,,,,,,,,2000000.0,,,,,,,
ZIRX,USA,CA,SF Bay Area,San Francisco,Other, Parking ,2014-03-01,12800000.0,1.0,2014-09-05,2014-09-05,operating,,6400000.0,,,,,,,,,,,,6400000.0,,,,,,,
Zite,USA,CA,SF Bay Area,San Francisco,Entertainment & Media, Publishing ,2011-03-09,2000000.0,1.0,2007-01-01,2007-01-01,acquired,,,,,,,2000000.0,,,,,,,,,,,,,,
Ziva Software,IND,,Bangalore,Bangalore,Mobile, Mobile ,2005-01-01,1700000.0,1.0,2007-03-14,2007-03-14,closed,,1700000.0,,,,,,,,,,,,,,,,,,,
Zivame.com,IND,,Bangalore,Bangalore,Software & SaaS, Internet ,2011-05-01,18000000.0,2.0,2012-03-14,2013-12-10,operating,,9000000.0,,,,,,,,,,,,3000000.0,6000000.0,,,,,,
Zivity,USA,CA,SF Bay Area,San Francisco,Entertainment & Media, Art ,2007-01-01,15000000.0,2.0,2007-08-01,2008-03-08,operating,1000000.0,7000000.0,,,,,,,,,,,,7000000.0,,,,,,,
Zivix,USA,MN,Minneapolis,Minneapolis,Entertainment & Media, Games ,,700000.0,1.0,2014-02-27,2014-02-27,operating,,700000.0,,,,,,,,,,,,,,,,,,,
Zixi,USA,MA,Boston,Waltham,Software & SaaS, Enterprise Software ,,4000000.0,1.0,2011-04-11,2011-04-11,operating,,4000000.0,,,,,,,,,,,,,,,,,,,
Zizerones,ESP,,Valencia,Valencia,,,,271028.0,2.0,2014-01-12,2014-06-17,operating,,,,271028.0,,,,,,,,,,,,,,,,,
Zkatter,GBR,,London,London,Mobile, Mobile Software Tools ,2008-07-08,3000000.0,1.0,2008-01-01,2008-01-01,operating,,1500000.0,,,,,,,,,,,,1500000.0,,,,,,,
zLense,HUN,,Budapest,Budapest,Software & SaaS, Software ,2012-05-01,325000.0,1.0,2012-05-01,2012-05-01,operating,325000.0,,,,,,,,,,,,,,,,,,,,
zlien,USA,LA,New Orleans,New Orleans,Security, Security ,2008-01-01,450000.0,1.0,2012-06-01,2012-06-01,operating,,,,,,,450000.0,,,,,,,,,,,,,,
Zlio,FRA,,Paris,Paris,E-Commerce & Retail, E-Commerce ,2005-11-01,8000000.0,1.0,2007-07-01,2007-07-01,closed,,4000000.0,,,,,,,,,,,,4000000.0,,,,,,,
Zmags,DNK,,Copenhagen,Copenhagen,Entertainment & Media, Publishing ,2006-12-01,27349997.0,6.0,2008-01-01,2012-10-25,operating,149997.0,13700000.0,,,,7000000.0,,,,,,,,2300000.0,4200000.0,,,,,,
Zmanda,USA,CA,SF Bay Area,Sunnyvale,Software & SaaS, Software ,2005-01-01,26000000.0,2.0,2005-01-01,2007-05-22,acquired,,13000000.0,,,,,,,,,,,,5000000.0,8000000.0,,,,,,
Zmqnw.com.cn,,,,,Mobile, Mobile ,,164744.0,1.0,2014-01-01,2014-01-01,operating,,,,,,,164744.0,,,,,,,,,,,,,,
Znapshop,,,,,Mobile, Mobile Commerce ,2011-04-18,50000.0,1.0,2011-04-01,2011-04-01,closed,,,,,,,,50000.0,,,,,,,,,,,,,
Znaptag,SWE,,Stockholm,Stockholm,Advertising & Marketing, Advertising ,2009-09-01,2000000.0,1.0,2009-09-01,2009-09-01,operating,,,,,,,2000000.0,,,,,,,,,,,,,,
Znode,USA,OH,"Columbus, Ohio",Columbus,Software & SaaS, Software ,,3400000.0,1.0,2008-10-02,2008-10-02,acquired,,1700000.0,,,,,,,,,,,,1700000.0,,,,,,,
ZocDoc,USA,NY,New York City,New York,Healthcare, Health Care ,2007-09-18,192940002.0,5.0,2008-08-18,2013-06-24,operating,,95940002.0,,,,2000000.0,,,,,,,,5000000.0,15000000.0,75000000.0,,,,,
Zocere,,,,,Biotechnology, Biotechnology ,2012-01-01,100000.0,1.0,2013-09-25,2013-09-25,,,100000.0,,,,,,,,,,,,,,,,,,,
ZOCKO,ESP,,Barcelona,Barcelona,Advertising & Marketing, Sales and Marketing ,2012-01-01,200000.0,1.0,2013-06-10,2013-06-10,operating,200000.0,,,,,,,,,,,,,,,,,,,,
Zodio,THA,,Bangkok,Bangkok,Other, Reviews and Recommendations ,2011-08-01,1600500.0,2.0,2011-08-01,2013-11-30,operating,1600500.0,,,,,,,,,,,,,,,,,,,,
ZoeMob,BRA,,Sao Paulo,São Paulo,Mobile, Mobile ,2010-04-01,800000.0,2.0,2011-04-01,2012-12-01,operating,500000.0,,,,,,300000.0,,,,,,,,,,,,,,
Zoeticx,USA,CA,SF Bay Area,San Jose,Healthcare, Medical ,2011-01-01,580000.0,1.0,2012-03-26,2012-03-26,operating,580000.0,,,,,,,,,,,,,,,,,,,,
Zogenix,USA,CA,San Diego,San Diego,Healthcare, Health Care ,2006-01-01,298024312.0,6.0,2006-08-28,2010-07-13,operating,,163962156.0,,,,3100000.0,,,,,,,,60000000.0,70962156.0,,,,,,
ZOGOtennis,USA,NY,New York City,New York,Social & Communication, Private Social Networking ,2014-06-01,100000.0,1.0,2014-01-01,2014-01-01,operating,100000.0,,,,,,,,,,,,,,,,,,,,
zoidu,CAN,ON,Ottawa,Ottawa,E-Commerce & Retail, Curated Web ,,48600.0,1.0,2010-10-20,2010-10-20,acquired,48600.0,,,,,,,,,,,,,,,,,,,,
Zoji,USA,WA,Seattle,Seattle,E-Commerce & Retail, Curated Web ,2004-10-01,1500000.0,1.0,2007-10-01,2007-10-01,closed,,,,,,,1500000.0,,,,,,,,,,,,,,
Zokem,FIN,,Helsinki,Espoo,Analytics & AI, Analytics ,2008-01-01,2388400.0,1.0,2010-06-08,2010-06-08,acquired,,2388400.0,,,,,,,,,,,,,,,,,,,
Zokos,USA,NY,New York City,New York,E-Commerce & Retail, Curated Web ,2011-01-01,210000.0,1.0,2011-06-01,2011-06-01,operating,210000.0,,,,,,,,,,,,,,,,,,,,
"Zoku, inc.",USA,CA,SF Bay Area,Sausalito,,,,321000.0,1.0,2014-11-12,2014-11-12,operating,,,,,,321000.0,,,,,,,,,,,,,,,
Zola,USA,NY,New York City,New York,E-Commerce & Retail, E-Commerce ,2013-01-01,11699998.0,2.0,2013-11-05,2014-10-20,operating,,5849999.0,,,,,,,,,,,,5849999.0,,,,,,,
Zola Books,USA,NY,New York City,New York,E-Commerce & Retail, E-Commerce ,2011-09-19,5500000.0,1.0,2013-10-02,2013-10-02,operating,5500000.0,,,,,,,,,,,,,,,,,,,,
ZolkC,,,,,Mobile, Mobile ,,638550.0,1.0,2012-01-13,2012-01-13,operating,,638550.0,,,,,,,,,,,,,,,,,,,
Zollo,ISR,,Netanya,Caesarea,E-Commerce & Retail, Curated Web ,2012-01-01,900000.0,1.0,2013-07-01,2013-07-01,operating,900000.0,,,,,,,,,,,,,,,,,,,,
Zolo Technologies,USA,CO,Denver,Boulder,Manufacturing & Logistics, Manufacturing ,1999-01-01,36500008.0,3.0,2005-07-15,2009-09-25,operating,,19000008.0,,,,,,,,,,,,,,5000000.0,12500000.0,,,,
Zolvers,CHL,,Santiago,Santiago,E-Commerce & Retail, Curated Web ,2013-09-19,65000.0,2.0,2013-08-01,2014-06-01,operating,65000.0,,,,,,,,,,,,,,,,,,,,
Zomazz,USA,CA,Los Angeles,Monterey Park,E-Commerce & Retail, Curated Web ,2010-01-01,2040342.0,1.0,2012-06-20,2012-06-20,operating,,2040342.0,,,,,,,,,,,,,,,,,,,
ZON Networks,ISR,,Netanya,Netanya,Software & SaaS, Software ,2012-09-01,7000000.0,1.0,2008-07-09,2008-07-09,operating,,7000000.0,,,,,,,,,,,,,,,,,,,
Zonare Medical Systems,USA,CA,SF Bay Area,Mountain View,Healthcare, Health Care ,1999-01-01,45693276.0,3.0,2008-02-21,2010-11-18,acquired,,31171540.0,,,,14521736.0,,,,,,,,,,,,,,,
Zonder,USA,UT,Salt Lake City,Lehi,E-Commerce & Retail, E-Commerce ,,1200000.0,1.0,2007-01-01,2007-01-01,operating,,1200000.0,,,,,,,,,,,,,,,,,,,
Zones,USA,WA,Seattle,Auburn,E-Commerce & Retail, E-Commerce ,1988-01-01,700000.0,1.0,2009-04-02,2009-04-02,operating,,,,,,700000.0,,,,,,,,,,,,,,,
Zong,CHE,,Geneva,Geneva,Finance & FinTech, Payments ,2000-11-15,30000000.0,1.0,2010-04-26,2010-04-26,acquired,,15000000.0,,,,,,,,,,,,15000000.0,,,,,,,
Zonit Structured Solutions,USA,CO,Denver,Boulder,Software & SaaS, Web Hosting ,,500000.0,1.0,2011-03-17,2011-03-17,operating,,500000.0,,,,,,,,,,,,,,,,,,,
Zonoff,USA,PA,Philadelphia,Malvern,Analytics & AI, Home Automation ,2011-05-01,7600000.0,1.0,2013-04-19,2013-04-19,operating,,3800000.0,,,,,,,,,,,,3800000.0,,,,,,,
Zoobe,DEU,,Berlin,Berlin,Mobile, Mobile ,2010-08-24,1286600.0,1.0,2013-05-30,2013-05-30,operating,1286600.0,,,,,,,,,,,,,,,,,,,,
Zoobean,USA,VA,"Washington, D.C.",Arlington,E-Commerce & Retail, Curated Web ,2012-01-01,1242619.0,3.0,2013-06-11,2014-04-23,operating,,972619.0,,,,270000.0,,,,,,,,,,,,,,,
Zoodak,USA,CA,SF Bay Area,San Ramon,Finance & FinTech, Finance ,2008-04-01,580000.0,1.0,2009-08-01,2009-08-01,closed,580000.0,,,,,,,,,,,,,,,,,,,,
Zoodles,USA,CA,SF Bay Area,Mountain View,Entertainment & Media, Games ,2008-01-01,2600000.0,1.0,2010-05-12,2010-05-12,operating,2600000.0,,,,,,,,,,,,,,,,,,,,
zoogaad,IND,,Jodhpur,Jodhpur,,,2014-03-25,500000.0,1.0,2014-05-10,2014-05-10,operating,500000.0,,,,,,,,,,,,,,,,,,,,
Zookal,AUS,,Sydney,Sydney,E-Commerce & Retail, E-Commerce ,2011-03-01,3860000.0,3.0,2011-12-01,2013-09-30,,260000.0,1800000.0,,,,,,,,,,,,1800000.0,,,,,,,
Zoom,IND,,Bangalore,Bangalore,Other, Consumers ,,1600000.0,1.0,2013-10-04,2013-10-04,operating,1600000.0,,,,,,,,,,,,,,,,,,,,
Zoom Media & Marketing - United States,USA,NY,New York City,New York,Advertising & Marketing, Advertising ,1991-01-01,60000000.0,1.0,2009-03-01,2009-03-01,operating,,30000000.0,,,,,,,,,,,,30000000.0,,,,,,,
ZOOM Technologies,USA,NY,New York City,New York,Mobile, Mobile ,,7926240.0,1.0,2010-12-22,2010-12-22,operating,,7926240.0,,,,,,,,,,,,,,,,,,,
Zoom Telephonics,USA,MA,Boston,Boston,Software & SaaS, Web Hosting ,,1000000.0,1.0,2012-04-12,2012-04-12,operating,,,,,,1000000.0,,,,,,,,,,,,,,,
ZOOM TV,,,,,Software & SaaS, Internet ,2013-02-03,150000.0,1.0,2013-09-29,2013-09-29,operating,150000.0,,,,,,,,,,,,,,,,,,,,
ZoomCar India,IND,,Bangalore,Bangalore,Manufacturing & Logistics, Transportation ,2012-01-01,18900000.0,4.0,2013-04-01,2014-10-31,operating,1000000.0,8000000.0,,,1900000.0,,,,,,,,,8000000.0,,,,,,,
Zoomdata,USA,VA,"Washington, D.C.",Reston,Analytics & AI, Big Data Analytics ,2012-09-01,43300000.0,3.0,2012-11-13,2014-10-06,operating,1100000.0,21100000.0,,,,,,,,,,,,4100000.0,17000000.0,,,,,,
ZoomForth,USA,CA,SF Bay Area,San Francisco,Other, Web Development ,2012-01-01,1300000.0,1.0,2014-07-03,2014-07-03,operating,,,,1300000.0,,,,,,,,,,,,,,,,,
Zoomin.com,IND,,Mumbai,Mumbai,E-Commerce & Retail, Curated Web ,2007-05-01,21500000.0,3.0,2008-01-01,2014-08-29,operating,,20000000.0,,,,1500000.0,,,,,,,,,,,,,,,
ZoomInfo,USA,MA,Boston,Waltham,Advertising & Marketing, Sales and Marketing ,2000-02-01,14000000.0,1.0,2004-07-01,2004-07-01,operating,,7000000.0,,,,,,,,,,,,7000000.0,,,,,,,
Zoomingo,USA,WA,Seattle,Bellevue,Entertainment & Media, Games ,2000-01-01,2475000.0,2.0,2013-11-01,2013-11-05,operating,,2475000.0,,,,,,,,,,,,,,,,,,,
Zoomio Holding,DNK,,Copenhagen,Copenhagen,Software & SaaS, Software ,2002-01-01,7130000.0,1.0,2007-12-19,2007-12-19,acquired,,7130000.0,,,,,,,,,,,,,,,,,,,
Zoomorama,FRA,,Paris,Paris,E-Commerce & Retail, Curated Web ,,4300220.0,2.0,2007-04-01,2008-06-01,closed,,2150110.0,,,,,,,,,,,,599310.0,1550800.0,,,,,,
Zoomph,USA,VA,"Washington, D.C.",Reston,Advertising & Marketing, Social Media Marketing ,2014-01-01,500000.0,1.0,2012-01-01,2012-01-01,operating,500000.0,,,,,,,,,,,,,,,,,,,,
ZoomSafer,USA,VA,"Washington, D.C.",Herndon,Mobile, Mobile ,2009-01-01,5450000.0,4.0,2009-03-01,2011-03-07,acquired,1250000.0,2100000.0,,,,,,,,,,,,1000000.0,1100000.0,,,,,,
ZoomSystems,USA,CA,SF Bay Area,San Francisco,Hardware & Semiconductors, Hardware + Software ,2002-01-01,166000000.0,5.0,2005-07-19,2010-01-14,operating,,79000000.0,,,,8000000.0,,,,,,,,,12000000.0,12000000.0,35000000.0,20000000.0,,,
ZoomTilt,USA,MA,Boston,Cambridge,Entertainment & Media, Digital Media ,,88000.0,1.0,2013-02-28,2013-02-28,operating,88000.0,,,,,,,,,,,,,,,,,,,,
Zoona,,,,,Mobile, Mobile ,,4000000.0,1.0,2012-03-02,2012-03-02,operating,,4000000.0,,,,,,,,,,,,,,,,,,,
Zoondy,USA,CA,Los Angeles,Los Angeles,E-Commerce & Retail, Curated Web ,2012-09-04,75000.0,1.0,2013-01-02,2013-01-02,operating,75000.0,,,,,,,,,,,,,,,,,,,,
Zooomr,USA,CA,SF Bay Area,San Francisco,Entertainment & Media, Photography ,2006-03-01,50000.0,1.0,2006-02-01,2006-02-01,closed,,,,,,,50000.0,,,,,,,,,,,,,,
Zoop,USA,DE,"Wilmington, Delaware",Wilmington,Finance & FinTech, Mobile Payments ,2012-05-01,750000.0,1.0,2013-11-10,2013-11-10,operating,750000.0,,,,,,,,,,,,,,,,,,,,
Zoopla,GBR,,London,London,Real Estate, Property Management ,2007-06-01,18827373.0,3.0,2007-01-01,2010-12-23,operating,2941714.0,10445659.0,,,,,,,,,,,,,5440000.0,,,,,,
ZoopShop,USA,OH,"Columbus, Ohio",Columbus,Software & SaaS, Software ,2012-02-15,20000.0,2.0,2012-02-15,2013-01-17,operating,20000.0,,,,,,,,,,,,,,,,,,,,
Zoosk,USA,CA,SF Bay Area,San Francisco,Social & Communication, Social Media ,2007-11-01,123200000.0,6.0,2007-03-01,2012-01-01,operating,,61600000.0,,,,,,,,,,,,400000.0,4100000.0,6000000.0,30000000.0,21100000.0,,,
Zootcard,,,,,E-Commerce & Retail, Curated Web ,2012-06-01,750000.0,1.0,2014-06-26,2014-06-26,operating,,750000.0,,,,,,,,,,,,,,,,,,,
ZootRock,USA,CA,SF Bay Area,Mountain View,Software & SaaS, B2B ,2013-01-01,110000.0,1.0,2014-04-14,2014-04-14,operating,110000.0,,,,,,,,,,,,,,,,,,,,
Zoove,USA,NY,New York City,New York,Mobile, Mobile ,2004-03-01,108939710.0,7.0,2006-06-20,2014-03-05,acquired,,59139710.0,,,,,,,,,,,,6800000.0,,13000000.0,15000000.0,15000000.0,,,
Zooz Mobile Ltd.,ISR,,ISR - Other,Kefar Sava,Software & SaaS, Developer APIs ,2010-06-02,31500000.0,3.0,2011-11-01,2014-07-16,operating,1500000.0,15000000.0,,,,,,,,,,,,3000000.0,12000000.0,,,,,,
Zopa,GBR,,London,London,Finance & FinTech, Finance ,2005-03-01,90528771.0,6.0,2005-01-01,2014-01-29,operating,,33900000.0,,22728771.0,,,,,,,,,,1000000.0,20000000.0,12900000.0,,,,,
Zopim,SGP,,Singapore,Singapore,Social & Communication, Chat ,2008-01-01,392000.0,3.0,2007-09-01,2010-10-05,acquired,222000.0,,,,,,,170000.0,,,,,,,,,,,,,
Zorap,USA,ME,"Portland, Maine",Falmouth,Entertainment & Media, Music ,2008-04-21,2251000.0,2.0,2009-11-01,2010-10-18,closed,,851000.0,,,,,1400000.0,,,,,,,,,,,,,,
Zosano Pharma,USA,CA,SF Bay Area,Fremont,Biotechnology, Biotechnology ,2006-10-01,271364891.0,7.0,2007-11-15,2014-03-05,operating,,132120261.0,,,,10235630.0,,,,,,,,90000000.0,39009000.0,,,,,,
Zostel,,,,,E-Commerce & Retail, E-Commerce ,2013-08-01,1000000.0,1.0,2014-05-13,2014-05-13,operating,,1000000.0,,,,,,,,,,,,,,,,,,,
Zounds,USA,AZ,Phoenix,Phoenix,Other, Email ,2005-01-01,57166307.0,3.0,2007-02-14,2011-11-09,operating,,32166307.0,,,,,,,,,,,,25000000.0,,,,,,,
